dh_co_111	dh_o_111	dh_co_100	dh_o_100	dh_co_110	dh_o_110	dh_co_211	dh_o_211
-0.21	-9.59	0.64	2.59	1.17	-0.52	-3.07	4.17
-5.21	5.41	5.64	-2.41	6.17	4.48	-8.07	-0.83
4.79	-4.59	-4.36	7.59	-3.83	-5.52	1.93	9.17
2.29	7.91	3.14	-9.91	8.67	-8.02	9.43	1.67
-7.71	-2.09	-6.86	0.09	-1.33	1.98	-0.57	-8.33
-2.71	2.91	-1.86	-4.91	-6.33	-3.02	-5.57	6.67
7.29	-7.09	8.14	5.09	3.67	6.98	4.43	-3.33
6.04	6.66	-3.11	1.34	2.42	5.73	5.68	5.42
-3.96	-3.34	6.89	-8.66	-7.58	-4.27	-4.32	-4.58
-8.96	1.66	1.89	6.34	-2.58	0.73	-9.32	0.42
1.04	-8.34	-8.11	-3.66	7.42	-9.27	0.68	-9.58
3.54	4.16	9.39	3.84	-0.08	-6.77	8.18	-2.08
-6.46	-5.84	-0.61	-6.16	9.92	3.23	-1.82	7.92
-1.46	9.16	-5.61	8.84	4.92	-1.77	-6.82	-7.08
8.54	-0.84	4.39	-1.16	-5.08	8.23	3.18	2.92
7.92	9.78	6.26	-4.28	-4.46	2.6	-3.7	8.55
-2.08	-0.22	-3.74	5.72	5.54	-7.4	6.3	-1.45
-7.08	4.78	-8.74	-9.28	0.54	7.6	1.3	3.55
2.92	-5.22	1.26	0.72	-9.46	-2.4	-8.7	-6.45
0.42	2.28	-1.24	-1.78	3.04	-4.9	-1.2	-3.95
-9.58	-7.72	8.76	8.22	-6.96	5.1	8.8	6.05
-4.58	7.28	3.76	-6.78	-1.96	-9.9	3.8	-8.95
5.42	-2.72	-6.24	3.22	8.04	0.1	-6.2	1.05
6.67	3.53	0.01	9.47	6.79	1.35	-4.95	-7.7
-3.33	-6.47	-9.99	-0.53	-3.21	-8.65	5.05	2.3
-8.33	8.53	-4.99	4.47	-8.21	6.35	0.05	-2.7
1.67	-1.47	5.01	-5.53	1.79	-3.65	-9.95	7.3
4.17	6.03	-7.49	6.97	-5.71	-1.15	-2.45	4.8
-5.83	-3.97	2.51	-3.03	4.29	8.85	7.55	-5.2
-0.83	1.03	7.51	1.97	9.29	-6.15	2.55	9.8
9.17	-8.97	-2.49	-8.03	-0.71	3.85	-7.45	-0.2
8.85	5.09	1.58	4.16	4.6	-2.71	2.24	1.99
-1.15	-4.91	-8.42	-5.84	-5.4	7.29	-7.76	-8.01
-6.15	0.09	-3.42	9.16	-0.4	-7.71	-2.76	6.99
3.85	-9.91	6.58	-0.84	9.6	2.29	7.24	-3.01
1.35	2.59	-5.92	1.66	-2.9	4.79	4.74	-5.51
-8.65	-7.41	4.08	-8.34	7.1	-5.21	-5.26	4.49
-3.65	7.59	9.08	6.66	2.1	9.79	-0.26	-0.51
6.35	-2.41	-0.92	-3.34	-7.9	-0.21	9.74	9.49
5.1	1.34	5.33	-9.59	-6.65	-1.46	0.99	-1.76
-4.9	-8.66	-4.67	0.41	3.35	8.54	-9.01	8.24
-9.9	6.34	-9.67	-4.59	8.35	-6.46	-4.01	-6.76
0.1	-3.66	0.33	5.41	-1.65	3.54	5.99	3.24
2.6	8.84	-2.17	-7.09	5.85	1.04	3.49	5.74
-7.4	-1.16	7.83	2.91	-4.15	-8.96	-6.51	-4.26
-2.4	3.84	2.83	-2.09	-9.15	6.04	-1.51	0.74
7.6	-6.16	-7.17	7.91	0.85	-3.96	8.49	-9.26
8.23	4.47	-4.05	7.28	8.98	-9.58	-8.38	-4.89
-1.77	-5.53	5.95	-2.72	-1.02	0.42	1.62	5.11
-6.77	9.47	0.95	2.28	-6.02	-4.58	6.62	-9.89
3.23	-0.53	-9.05	-7.72	3.98	5.42	-3.38	0.11
0.73	6.97	8.45	9.78	-8.52	7.92	-5.88	7.61
-9.27	-3.03	-1.55	-0.22	1.48	-2.08	4.12	-2.39
-4.27	1.97	-6.55	4.78	6.48	2.92	9.12	2.61
5.73	-8.03	3.45	-5.22	-3.52	-7.08	-0.88	-7.39
6.98	8.22	-7.8	-1.47	-2.27	-5.83	-9.63	3.86
-3.02	-1.78	2.2	8.53	7.73	4.17	0.37	-6.14
-8.02	3.22	7.2	-6.47	2.73	-0.83	5.37	8.86
1.98	-6.78	-2.8	3.53	-7.27	9.17	-4.63	-1.14
4.48	0.72	4.7	-3.97	0.23	6.67	-7.13	-8.64
-5.52	-9.28	-5.3	6.03	-9.77	-3.33	2.87	1.36
-0.52	5.72	-0.3	-8.97	-4.77	1.67	7.87	-3.64
9.48	-4.28	9.7	1.03	5.23	-8.33	-2.13	6.36
9.63	7.75	-0.45	8.69	-5.55	-6.93	4.9	0.58
-0.37	-2.25	9.55	-1.31	4.45	3.07	-5.1	-9.42
-5.37	2.75	4.55	3.69	9.45	-1.93	-0.1	5.58
4.63	-7.25	-5.45	-6.31	-0.55	8.07	9.9	-4.42
